Timestamp,Pressure_hPa,Previous_Pressure,Difference
2025-03-14T12:00:20Z,1033.98,998.46,35.51999999999998
2025-03-14T12:00:30Z,1027.41,998.46,28.950000000000045
2025-03-14T12:00:40Z,1020.51,998.46,22.049999999999955
2025-03-14T12:00:50Z,1022.57,998.46,24.110000000000014
2025-03-14T12:01:00Z,1025.08,998.46,26.61999999999989
2025-03-14T12:01:10Z,1029.29,998.46,30.829999999999927
2025-03-14T12:01:30Z,1018.44,993.18,25.260000000000105
2025-03-14T12:01:40Z,1022.45,993.18,29.270000000000095
2025-03-14T12:01:50Z,1026.0,993.18,32.82000000000005
2025-03-14T12:02:10Z,980.5,992.53,12.029999999999973
2025-03-14T12:02:20Z,1019.42,992.53,26.889999999999986
2025-03-14T12:02:30Z,1015.19,992.53,22.660000000000082
2025-03-14T12:02:40Z,1039.46,992.53,46.930000000000064
2025-03-14T12:03:10Z,1012.87,994.09,18.779999999999973
2025-03-14T12:03:20Z,1007.82,994.09,13.730000000000018
2025-03-14T12:03:30Z,1007.05,994.09,12.959999999999923
2025-03-14T12:03:40Z,1049.84,994.09,55.749999999999886
2025-03-14T12:03:50Z,1044.1,994.09,50.00999999999988
2025-03-14T12:04:00Z,1049.68,994.09,55.59000000000003
2025-03-14T12:04:10Z,1010.23,994.09,16.139999999999986
2025-03-14T12:04:20Z,1010.05,994.09,15.959999999999923
2025-03-14T12:04:40Z,1036.3,985.78,50.51999999999998
2025-03-14T12:04:50Z,996.77,985.78,10.990000000000009
2025-03-14T12:05:10Z,1044.63,993.07,51.56000000000006
2025-03-14T12:05:20Z,1045.0,993.07,51.92999999999995
2025-03-14T12:05:30Z,1046.7,993.07,53.629999999999995
2025-03-14T12:05:50Z,1019.35,987.81,31.540000000000077
2025-03-14T12:06:10Z,1009.49,984.4,25.090000000000032
2025-03-14T12:06:30Z,1045.31,988.24,57.069999999999936
2025-03-14T12:06:40Z,1016.79,988.24,28.549999999999955
2025-03-14T12:07:00Z,1026.88,992.64,34.24000000000012
