Timestamp,Temperature_F,Temperature_C,Humidity_Percent,Pressure_hPa,Corrected_Pressure,WindSpeed_mph,WindSpeed_m/s
2025-03-14T12:00:00Z,58.75,14.86111111111111,49.2,1005.49,1005.49,19.08,8.5295232
2025-03-14T12:00:10Z,40.06,4.477777777777779,86.7,998.46,998.46,3.84,1.7166336
2025-03-14T12:00:20Z,77.97,25.538888888888888,52.8,1033.98,997.7057142857143,21.47,9.5979488
2025-03-14T12:00:30Z,87.22,30.67777777777778,38.9,1027.41,996.9514285714286,15.05,6.727952
2025-03-14T12:00:40Z,70.96,21.64444444444444,92.6,1020.51,996.1971428571428,2.93,1.3098272
2025-03-14T12:00:50Z,50.73,10.405555555555553,24.5,1022.57,995.4428571428572,15.38,6.8754752
2025-03-14T12:01:00Z,30.1,-1.0555555555555547,34.2,1025.08,994.6885714285714,6.6,2.9504639999999998
2025-03-14T12:01:10Z,68.0,20.0,56.8,1029.29,993.9342857142857,28.62,12.7942848
2025-03-14T12:01:20Z,55.86,13.255555555555555,32.5,993.18,993.18,17.26,7.7159104
2025-03-14T12:01:30Z,30.08,-1.0666666666666675,26.1,1018.44,993.0174999999999,26.52,11.8555008
2025-03-14T12:01:40Z,98.91,37.17222222222222,49.4,1022.45,992.855,7.88,3.5226752
2025-03-14T12:01:50Z,75.44,24.133333333333333,93.2,1026.0,992.6925,26.86,12.007494399999999
2025-03-14T12:02:00Z,62.4,16.88888888888889,65.4,992.53,992.53,15.0,6.7056
2025-03-14T12:02:10Z,40.95,4.972222222222224,42.5,980.5,993.162,8.68,3.8803072
2025-03-14T12:02:20Z,84.86,29.366666666666667,24.8,1019.42,993.794,15.85,7.085584
2025-03-14T12:02:30Z,81.82,27.677777777777774,53.1,1015.19,994.426,23.89,10.6797856
2025-03-14T12:02:40Z,81.76,27.644444444444446,67.1,1039.46,995.058,2.14,0.9566656
2025-03-14T12:02:50Z,43.5,6.388888888888889,58.0,995.69,995.69,11.28,5.0426112
2025-03-14T12:03:00Z,99.45,37.47222222222222,24.6,994.09,994.09,28.03,12.5305312
2025-03-14T12:03:10Z,47.01,8.338888888888887,50.3,1012.87,993.1666666666667,17.8,7.957312
2025-03-14T12:03:20Z,24.18,-4.344444444444445,72.1,1007.82,992.2433333333333,7.29,3.2589216
2025-03-14T12:03:30Z,81.86,27.700000000000003,95.1,1007.05,991.32,18.53,8.2836512
2025-03-14T12:03:40Z,60.2,15.666666666666666,68.8,1049.84,990.3966666666666,27.47,12.2801888
2025-03-14T12:03:50Z,75.22,24.01111111111111,20.7,1044.1,989.4733333333334,22.23,9.9376992
2025-03-14T12:04:00Z,73.19,22.883333333333333,26.3,1049.68,988.55,21.35,9.544304
2025-03-14T12:04:10Z,63.42,17.45555555555556,74.4,1010.23,987.6266666666667,13.77,6.155740799999999
2025-03-14T12:04:20Z,99.87,37.705555555555556,52.1,1010.05,986.7033333333333,23.66,10.5769664
2025-03-14T12:04:30Z,78.1,25.611111111111107,48.1,985.78,985.78,19.98,8.9318592
2025-03-14T12:04:40Z,65.82,18.788888888888884,73.6,1036.3,988.21,2.67,1.1935968
2025-03-14T12:04:50Z,41.12,5.0666666666666655,39.6,996.77,990.64,20.09,8.9810336
2025-03-14T12:05:00Z,70.11,21.172222222222224,32.8,993.07,993.07,1.45,0.648208
2025-03-14T12:05:10Z,71.5,21.944444444444443,68.9,1044.63,991.755,18.63,8.328355199999999
2025-03-14T12:05:20Z,49.33,9.627777777777776,98.3,1045.0,990.44,21.12,9.4414848
2025-03-14T12:05:30Z,97.27,36.261111111111106,48.8,1046.7,989.125,11.67,5.2169568
2025-03-14T12:05:40Z,68.62,20.34444444444445,39.4,987.81,987.81,29.65,13.254736
2025-03-14T12:05:50Z,37.97,3.316666666666666,88.4,1019.35,986.105,20.07,8.9720928
2025-03-14T12:06:00Z,96.09,35.60555555555556,39.9,984.4,984.4,28.63,12.798755199999999
2025-03-14T12:06:10Z,20.48,-6.3999999999999995,27.1,1009.49,986.3199999999999,9.32,4.1664128
2025-03-14T12:06:20Z,41.47,5.26111111111111,78.5,988.24,988.24,29.47,13.1742688
2025-03-14T12:06:30Z,66.76,19.311111111111114,85.1,1045.31,989.7066666666667,25.58,11.435283199999999
2025-03-14T12:06:40Z,62.11,16.727777777777778,70.9,1016.79,991.1733333333333,9.11,4.072534399999999
2025-03-14T12:06:50Z,67.81,19.894444444444446,48.3,992.64,992.64,8.63,3.8579552
2025-03-14T12:07:00Z,34.64,1.466666666666667,70.3,1026.88,991.485,1.23,0.5498592
2025-03-14T12:07:10Z,82.6,28.111111111111107,72.2,1047.72,990.33,29.67,13.2636768
2025-03-14T12:07:20Z,38.79,3.7722222222222217,64.5,1028.57,989.175,25.92,11.5872768
2025-03-14T12:07:30Z,76.1,24.499999999999996,85.8,982.14,988.02,24.99,11.1715296
