Timestamp,Temperature_F,Temperature_C,Humidity_Percent,Pressure_hPa,Corrected_Pressure,WindSpeed_mph,WindSpeed_m/s
2025-03-14T12:00:10Z,40.06,4.477777777777779,86.7,998.46,998.46,3.84,1.7166336
2025-03-14T12:01:00Z,30.1,-1.0555555555555547,34.2,1025.08,1025.08,6.6,2.9504639999999998
2025-03-14T12:01:30Z,30.08,-1.0666666666666675,26.1,1018.44,1024.73,26.52,11.8555008
2025-03-14T12:02:10Z,40.95,4.972222222222224,42.5,980.5,1020.595,8.68,3.8803072
2025-03-14T12:02:50Z,43.5,6.388888888888889,58.0,995.69,1001.1233333333333,11.28,5.0426112
2025-03-14T12:03:10Z,47.01,8.338888888888887,50.3,1012.87,1000.955,17.8,7.957312
2025-03-14T12:03:20Z,24.18,-4.344444444444445,72.1,1007.82,1007.82,7.29,3.2589216
2025-03-14T12:04:50Z,41.12,5.0666666666666655,39.6,996.77,997.315,20.09,8.9810336
2025-03-14T12:05:20Z,49.33,9.627777777777776,98.3,1045.0,1045.0,21.12,9.4414848
2025-03-14T12:05:50Z,37.97,3.316666666666666,88.4,1019.35,1042.2925,20.07,8.9720928
2025-03-14T12:06:10Z,20.48,-6.3999999999999995,27.1,1009.49,1037.885,9.32,4.1664128
2025-03-14T12:06:20Z,41.47,5.26111111111111,78.5,988.24,1035.68125,29.47,13.1742688
2025-03-14T12:07:00Z,34.64,1.466666666666667,70.3,1026.88,1026.86625,1.23,0.5498592
2025-03-14T12:07:20Z,38.79,3.7722222222222217,64.5,1028.57,1022.45875,25.92,11.5872768
2025-03-14T12:07:40Z,33.49,0.8277777777777788,60.3,1046.62,1018.0512500000001,15.69,7.014057599999999
2025-03-14T12:07:50Z,43.76,6.533333333333332,53.3,985.71,1015.8475000000001,26.91,12.0298464
2025-03-14T12:08:40Z,42.23,5.683333333333332,71.1,987.23,1011.3266666666666,23.47,10.4920288
2025-03-14T12:08:50Z,34.91,1.6166666666666647,33.4,1032.18,1010.0133333333333,19.12,8.5474048
2025-03-14T12:09:40Z,36.67,2.5944444444444454,45.0,999.05,999.05,29.19,13.0490976
2025-03-14T12:10:40Z,33.67,0.9277777777777787,92.8,1004.41,1004.41,16.58,7.4119231999999995
2025-03-14T12:11:00Z,22.33,-5.372222222222224,90.6,1017.48,1017.48,6.98,3.1203392
2025-03-14T12:11:20Z,43.87,6.594444444444443,75.9,1043.55,1018.31,11.28,5.0426112
